        1	2017-01-07 17:14:13	1	0	2	0
        2	2017-01-07 17:16:07	1	0	1	0
        2	2017-01-07 17:16:24	1	0	1	0
        2	2017-01-07 20:13:11	1	0	1	0
        3	2017-01-07 20:14:12	1	0	1	0
        2	2017-01-07 21:50:03	1	0	1	0
        4	2017-01-07 21:51:09	1	0	1	0
        3	2017-01-07 22:31:40	1	0	1	0
        3	2017-01-07 22:31:55	1	0	1	0
        3	2017-01-08 20:10:05	1	0	1	0
        4	2017-01-08 20:10:13	1	0	1	0
        2	2017-01-08 20:30:26	1	0	1	0
        4	2017-01-09 17:19:02	1	0	1	0
        2	2017-01-09 22:16:27	1	0	1	0
        2	2017-01-10 15:20:46	1	0	1	0
        3	2017-01-10 17:54:20	1	0	1	0
        2	2017-01-10 18:08:03	1	0	1	0
        2	2017-01-10 23:18:58	1	0	1	0
        5	2017-01-10 23:28:39	1	0	1	0
        2	2017-01-11 12:54:24	1	0	1	0
        2	2017-01-12 10:23:33	1	0	1	0
        4	2017-01-12 12:16:49	1	0	1	0
        3	2017-01-12 15:40:38	1	0	1	0
        4	2017-01-12 16:11:18	1	0	1	0
        4	2017-01-12 17:32:20	1	0	1	0
        4	2017-01-12 17:52:49	1	0	1	0
        4	2017-01-12 18:00:18	1	0	1	0
        3	2017-01-12 19:26:47	1	0	1	0
        5	2017-01-12 21:16:04	1	0	1	0
        5	2017-01-12 21:16:15	1	0	1	0
        2	2017-01-14 10:03:58	1	0	1	0
        2	2017-01-14 10:04:31	1	0	1	0
        2	2017-01-14 10:05:18	1	0	1	0
        2	2017-01-14 10:07:35	1	0	1	0
        4	2017-01-14 10:39:14	1	0	1	0
        5	2017-01-14 10:39:20	1	0	1	0
        2	2017-01-14 10:40:48	1	0	1	0
        6	2017-01-14 11:34:30	1	0	1	0
        1	2017-01-14 11:34:50	1	0	1	0
        1	2017-01-14 11:35:10	1	0	1	0
       15	2017-01-14 13:14:47	1	0	1	0
        1	2017-01-14 13:18:31	1	0	1	0
       11	2017-01-14 13:19:03	1	0	1	0
        3	2017-01-14 13:39:07	1	0	1	0
        6	2017-01-14 13:40:00	1	0	1	0
        3	2017-01-14 13:45:11	1	0	1	0
        1	2017-01-14 13:49:16	1	0	1	0
        2	2017-01-14 13:50:12	1	0	1	0
        2	2017-01-14 13:50:31	1	0	1	0
        2	2017-01-14 13:53:38	1	0	1	0
        9	2017-01-14 14:06:22	1	0	1	0
        1	2017-01-14 14:21:41	1	0	1	0
        1	2017-01-14 15:53:28	1	0	1	0
        3	2017-01-14 17:27:03	1	0	1	0
        2	2017-01-14 17:44:36	1	0	1	0
       13	2017-01-14 18:43:51	1	0	1	0
       13	2017-01-14 18:44:02	1	0	1	0
       16	2017-01-14 21:24:09	1	0	1	0
       16	2017-01-14 21:24:29	1	0	1	0
       16	2017-01-14 22:27:47	1	0	1	0
       16	2017-01-14 22:28:03	1	0	1	0
       16	2017-01-15 00:00:57	1	0	1	0
       16	2017-01-15 07:58:30	1	0	1	0
       10	2017-01-15 09:20:26	1	0	1	0
       16	2017-01-15 09:31:25	1	0	1	0
       13	2017-01-15 09:31:40	1	0	1	0
       15	2017-01-15 09:36:49	1	0	1	0
       16	2017-01-15 09:37:21	1	0	1	0
       16	2017-01-15 09:42:32	1	0	1	0
        8	2017-01-15 09:45:38	1	0	1	0
       12	2017-01-15 09:47:35	1	0	1	0
       14	2017-01-15 09:56:48	1	0	1	0
